"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 06 01:37:08 GMT 2023","Fri Oct 06 01:37:08 GMT 2023","11","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Fri Oct 06 01:37:13 GMT 2023","Fri Oct 06 01:37:17 GMT 2023","4013","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Fri Oct 06 01:37:17 GMT 2023","Fri Oct 06 01:37:19 GMT 2023","1932","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Fri Oct 06 01:37:08 GMT 2023","Fri Oct 06 01:37:08 GMT 2023","34","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Fri Oct 06 01:37:09 GMT 2023","Fri Oct 06 01:37:11 GMT 2023","2279","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Fri Oct 06 01:37:08 GMT 2023","Fri Oct 06 01:37:09 GMT 2023","999","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Fri Oct 06 01:37:08 GMT 2023","Fri Oct 06 01:37:08 GMT 2023","15","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Fri Oct 06 01:37:08 GMT 2023","Fri Oct 06 01:37:08 GMT 2023","26","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Fri Oct 06 01:37:00 GMT 2023","Fri Oct 06 01:37:08 GMT 2023","7279","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Fri Oct 06 01:37:08 GMT 2023","Fri Oct 06 01:37:08 GMT 2023","13","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Fri Oct 06 01:37:11 GMT 2023","Fri Oct 06 01:37:12 GMT 2023","682","chromium","example.spec.js","","","","has title",""
"passed","Fri Oct 06 01:37:12 GMT 2023","Fri Oct 06 01:37:13 GMT 2023","1315","chromium","example.spec.js","","","","get started link",""
"passed","Fri Oct 06 01:37:08 GMT 2023","Fri Oct 06 01:37:08 GMT 2023","263","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
