"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 11 01:36:56 GMT 2023","Wed Oct 11 01:36:56 GMT 2023","15","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Wed Oct 11 01:36:56 GMT 2023","Wed Oct 11 01:36:57 GMT 2023","982","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Wed Oct 11 01:37:02 GMT 2023","Wed Oct 11 01:37:07 GMT 2023","4830","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Wed Oct 11 01:36:56 GMT 2023","Wed Oct 11 01:36:56 GMT 2023","23","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Wed Oct 11 01:36:56 GMT 2023","Wed Oct 11 01:36:56 GMT 2023","269","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Wed Oct 11 01:36:56 GMT 2023","Wed Oct 11 01:36:56 GMT 2023","12","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Wed Oct 11 01:36:56 GMT 2023","Wed Oct 11 01:36:56 GMT 2023","26","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Wed Oct 11 01:36:51 GMT 2023","Wed Oct 11 01:36:56 GMT 2023","5346","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Wed Oct 11 01:37:01 GMT 2023","Wed Oct 11 01:37:02 GMT 2023","1211","chromium","example.spec.js","","","","get started link",""
"passed","Wed Oct 11 01:37:00 GMT 2023","Wed Oct 11 01:37:01 GMT 2023","1129","chromium","example.spec.js","","","","has title",""
"passed","Wed Oct 11 01:36:56 GMT 2023","Wed Oct 11 01:36:56 GMT 2023","10","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Wed Oct 11 01:36:57 GMT 2023","Wed Oct 11 01:37:00 GMT 2023","2568","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Wed Oct 11 01:37:07 GMT 2023","Wed Oct 11 01:37:08 GMT 2023","588","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
