"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Nov 25 01:37:33 GMT 2023","Sat Nov 25 01:37:33 GMT 2023","305","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sat Nov 25 01:37:14 GMT 2023","Sat Nov 25 01:37:15 GMT 2023","635","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sat Nov 25 01:37:22 GMT 2023","Sat Nov 25 01:37:22 GMT 2023","387","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sat Nov 25 01:37:17 GMT 2023","Sat Nov 25 01:37:18 GMT 2023","473","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sat Nov 25 01:37:30 GMT 2023","Sat Nov 25 01:37:30 GMT 2023","282","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sat Nov 25 01:37:24 GMT 2023","Sat Nov 25 01:37:24 GMT 2023","281","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sat Nov 25 01:37:19 GMT 2023","Sat Nov 25 01:37:20 GMT 2023","533","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Sat Nov 25 01:37:31 GMT 2023","Sat Nov 25 01:37:31 GMT 2023","504","chromium","example.spec.js","","","","get started link",""
"passed","Sat Nov 25 01:37:30 GMT 2023","Sat Nov 25 01:37:31 GMT 2023","557","chromium","example.spec.js","","","","has title",""
"failed","Sat Nov 25 01:37:26 GMT 2023","Sat Nov 25 01:37:26 GMT 2023","294","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sat Nov 25 01:37:12 GMT 2023","Sat Nov 25 01:37:12 GMT 2023","441","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sat Nov 25 01:37:44 GMT 2023","Sat Nov 25 01:37:50 GMT 2023","5306","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Sat Nov 25 01:37:28 GMT 2023","Sat Nov 25 01:37:28 GMT 2023","288","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
