"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Dec 10 01:45:46 GMT 2023","Sun Dec 10 01:45:46 GMT 2023","265","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sun Dec 10 01:45:35 GMT 2023","Sun Dec 10 01:45:35 GMT 2023","542","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sun Dec 10 01:46:04 GMT 2023","Sun Dec 10 01:46:09 GMT 2023","5281","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Sun Dec 10 01:45:51 GMT 2023","Sun Dec 10 01:45:51 GMT 2023","564","chromium","example.spec.js","","","","get started link",""
"failed","Sun Dec 10 01:45:33 GMT 2023","Sun Dec 10 01:45:33 GMT 2023","304","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sun Dec 10 01:45:49 GMT 2023","Sun Dec 10 01:45:50 GMT 2023","265","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Sun Dec 10 01:45:50 GMT 2023","Sun Dec 10 01:45:51 GMT 2023","525","chromium","example.spec.js","","","","has title",""
"failed","Sun Dec 10 01:45:41 GMT 2023","Sun Dec 10 01:45:42 GMT 2023","439","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sun Dec 10 01:45:52 GMT 2023","Sun Dec 10 01:45:53 GMT 2023","298","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sun Dec 10 01:45:37 GMT 2023","Sun Dec 10 01:45:38 GMT 2023","386","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sun Dec 10 01:45:40 GMT 2023","Sun Dec 10 01:45:40 GMT 2023","266","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sun Dec 10 01:45:44 GMT 2023","Sun Dec 10 01:45:44 GMT 2023","267","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sun Dec 10 01:45:48 GMT 2023","Sun Dec 10 01:45:48 GMT 2023","281","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
