"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Dec 27 01:38:35 GMT 2023","Wed Dec 27 01:38:35 GMT 2023","248","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Wed Dec 27 01:38:37 GMT 2023","Wed Dec 27 01:38:37 GMT 2023","264","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Wed Dec 27 01:38:28 GMT 2023","Wed Dec 27 01:38:28 GMT 2023","272","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Wed Dec 27 01:38:39 GMT 2023","Wed Dec 27 01:38:39 GMT 2023","267","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Wed Dec 27 01:38:33 GMT 2023","Wed Dec 27 01:38:33 GMT 2023","269","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Wed Dec 27 01:38:24 GMT 2023","Wed Dec 27 01:38:24 GMT 2023","285","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Wed Dec 27 01:38:53 GMT 2023","Wed Dec 27 01:38:59 GMT 2023","5290","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Wed Dec 27 01:38:39 GMT 2023","Wed Dec 27 01:38:40 GMT 2023","770","chromium","example.spec.js","","","","has title",""
"passed","Wed Dec 27 01:38:40 GMT 2023","Wed Dec 27 01:38:40 GMT 2023","562","chromium","example.spec.js","","","","get started link",""
"failed","Wed Dec 27 01:38:31 GMT 2023","Wed Dec 27 01:38:32 GMT 2023","262","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Wed Dec 27 01:38:29 GMT 2023","Wed Dec 27 01:38:30 GMT 2023","267","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Wed Dec 27 01:38:26 GMT 2023","Wed Dec 27 01:38:26 GMT 2023","263","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Wed Dec 27 01:38:42 GMT 2023","Wed Dec 27 01:38:42 GMT 2023","288","chromium","login.spec.js","check information dashboard","","","test login successful",""
