"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 26 02:11:23 GMT 2023","Thu Oct 26 02:11:30 GMT 2023","7130","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Thu Oct 26 02:11:10 GMT 2023","Thu Oct 26 02:11:16 GMT 2023","6595","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Thu Oct 26 02:11:37 GMT 2023","Thu Oct 26 02:11:38 GMT 2023","926","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Thu Oct 26 02:11:31 GMT 2023","Thu Oct 26 02:11:32 GMT 2023","1091","chromium","example.spec.js","","","","get started link",""
"passed","Thu Oct 26 02:10:48 GMT 2023","Thu Oct 26 02:10:53 GMT 2023","4749","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Thu Oct 26 02:10:36 GMT 2023","Thu Oct 26 02:10:42 GMT 2023","6227","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Thu Oct 26 02:11:30 GMT 2023","Thu Oct 26 02:11:31 GMT 2023","870","chromium","example.spec.js","","","","has title",""
"passed","Thu Oct 26 02:10:42 GMT 2023","Thu Oct 26 02:10:48 GMT 2023","6003","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Thu Oct 26 02:11:04 GMT 2023","Thu Oct 26 02:11:10 GMT 2023","6006","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Thu Oct 26 02:11:32 GMT 2023","Thu Oct 26 02:11:37 GMT 2023","4667","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Thu Oct 26 02:11:16 GMT 2023","Thu Oct 26 02:11:23 GMT 2023","6704","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Thu Oct 26 02:10:53 GMT 2023","Thu Oct 26 02:10:58 GMT 2023","5103","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Thu Oct 26 02:10:58 GMT 2023","Thu Oct 26 02:11:04 GMT 2023","5460","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
