"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Dec 30 01:37:07 GMT 2023","Sat Dec 30 01:37:08 GMT 2023","306","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sat Dec 30 01:37:11 GMT 2023","Sat Dec 30 01:37:11 GMT 2023","265","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sat Dec 30 01:37:20 GMT 2023","Sat Dec 30 01:37:21 GMT 2023","275","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sat Dec 30 01:37:17 GMT 2023","Sat Dec 30 01:37:17 GMT 2023","267","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Sat Dec 30 01:37:21 GMT 2023","Sat Dec 30 01:37:22 GMT 2023","779","chromium","example.spec.js","","","","has title",""
"failed","Sat Dec 30 01:37:35 GMT 2023","Sat Dec 30 01:37:41 GMT 2023","5270","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Sat Dec 30 01:37:15 GMT 2023","Sat Dec 30 01:37:15 GMT 2023","270","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sat Dec 30 01:37:23 GMT 2023","Sat Dec 30 01:37:24 GMT 2023","292","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sat Dec 30 01:37:18 GMT 2023","Sat Dec 30 01:37:19 GMT 2023","275","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Sat Dec 30 01:37:13 GMT 2023","Sat Dec 30 01:37:13 GMT 2023","267","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sat Dec 30 01:37:09 GMT 2023","Sat Dec 30 01:37:09 GMT 2023","248","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Sat Dec 30 01:37:22 GMT 2023","Sat Dec 30 01:37:22 GMT 2023","572","chromium","example.spec.js","","","","get started link",""
"failed","Sat Dec 30 01:37:05 GMT 2023","Sat Dec 30 01:37:06 GMT 2023","276","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
