"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 06 01:39:55 GMT 2024","Sat Jan 06 01:39:55 GMT 2024","264","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Sat Jan 06 01:40:00 GMT 2024","Sat Jan 06 01:40:00 GMT 2024","464","chromium","example.spec.js","","","","get started link",""
"failed","Sat Jan 06 01:39:47 GMT 2024","Sat Jan 06 01:39:48 GMT 2024","277","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sat Jan 06 01:39:44 GMT 2024","Sat Jan 06 01:39:44 GMT 2024","276","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sat Jan 06 01:39:58 GMT 2024","Sat Jan 06 01:39:59 GMT 2024","272","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sat Jan 06 01:39:46 GMT 2024","Sat Jan 06 01:39:46 GMT 2024","320","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sat Jan 06 01:39:51 GMT 2024","Sat Jan 06 01:39:51 GMT 2024","263","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sat Jan 06 01:39:49 GMT 2024","Sat Jan 06 01:39:50 GMT 2024","276","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sat Jan 06 01:40:01 GMT 2024","Sat Jan 06 01:40:01 GMT 2024","294","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sat Jan 06 01:40:13 GMT 2024","Sat Jan 06 01:40:18 GMT 2024","5286","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Sat Jan 06 01:39:59 GMT 2024","Sat Jan 06 01:40:00 GMT 2024","503","chromium","example.spec.js","","","","has title",""
"failed","Sat Jan 06 01:39:53 GMT 2024","Sat Jan 06 01:39:53 GMT 2024","255","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sat Jan 06 01:39:57 GMT 2024","Sat Jan 06 01:39:57 GMT 2024","274","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
