"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 26 01:36:42 GMT 2023","Thu Oct 26 01:36:52 GMT 2023","10092","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Thu Oct 26 01:36:34 GMT 2023","Thu Oct 26 01:36:42 GMT 2023","8199","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Thu Oct 26 01:35:48 GMT 2023","Thu Oct 26 01:35:58 GMT 2023","9842","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Thu Oct 26 01:37:00 GMT 2023","Thu Oct 26 01:37:03 GMT 2023","2948","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Thu Oct 26 01:36:19 GMT 2023","Thu Oct 26 01:36:26 GMT 2023","6258","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Thu Oct 26 01:36:26 GMT 2023","Thu Oct 26 01:36:34 GMT 2023","7544","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Thu Oct 26 01:35:25 GMT 2023","Thu Oct 26 01:35:34 GMT 2023","9302","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Thu Oct 26 01:35:41 GMT 2023","Thu Oct 26 01:35:48 GMT 2023","6533","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Thu Oct 26 01:35:34 GMT 2023","Thu Oct 26 01:35:41 GMT 2023","7228","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Thu Oct 26 01:36:54 GMT 2023","Thu Oct 26 01:37:00 GMT 2023","5676","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Thu Oct 26 01:36:53 GMT 2023","Thu Oct 26 01:36:54 GMT 2023","1172","chromium","example.spec.js","","","","get started link",""
"passed","Thu Oct 26 01:36:52 GMT 2023","Thu Oct 26 01:36:53 GMT 2023","1096","chromium","example.spec.js","","","","has title",""
"passed","Thu Oct 26 01:35:12 GMT 2023","Thu Oct 26 01:35:25 GMT 2023","12844","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
