"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 09 01:39:42 GMT 2023","Thu Nov 09 01:39:43 GMT 2023","557","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Thu Nov 09 01:39:49 GMT 2023","Thu Nov 09 01:39:50 GMT 2023","517","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Thu Nov 09 01:39:39 GMT 2023","Thu Nov 09 01:39:39 GMT 2023","555","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Thu Nov 09 01:40:02 GMT 2023","Thu Nov 09 01:40:02 GMT 2023","584","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Thu Nov 09 01:39:53 GMT 2023","Thu Nov 09 01:39:53 GMT 2023","531","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Thu Nov 09 01:39:56 GMT 2023","Thu Nov 09 01:39:57 GMT 2023","514","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Thu Nov 09 01:39:59 GMT 2023","Thu Nov 09 01:40:00 GMT 2023","1020","chromium","example.spec.js","","","","get started link",""
"failed","Thu Nov 09 01:39:35 GMT 2023","Thu Nov 09 01:39:35 GMT 2023","522","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Thu Nov 09 01:39:57 GMT 2023","Thu Nov 09 01:39:59 GMT 2023","1148","chromium","example.spec.js","","","","has title",""
"failed","Thu Nov 09 01:39:31 GMT 2023","Thu Nov 09 01:39:32 GMT 2023","554","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Thu Nov 09 01:39:46 GMT 2023","Thu Nov 09 01:39:46 GMT 2023","542","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Thu Nov 09 01:39:28 GMT 2023","Thu Nov 09 01:39:28 GMT 2023","547","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Thu Nov 09 01:40:15 GMT 2023","Thu Nov 09 01:40:21 GMT 2023","5531","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
