"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Dec 28 01:38:23 GMT 2023","Thu Dec 28 01:38:24 GMT 2023","274","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Thu Dec 28 01:38:29 GMT 2023","Thu Dec 28 01:38:29 GMT 2023","283","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Thu Dec 28 01:38:53 GMT 2023","Thu Dec 28 01:38:59 GMT 2023","5303","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Thu Dec 28 01:38:40 GMT 2023","Thu Dec 28 01:38:40 GMT 2023","496","chromium","example.spec.js","","","","get started link",""
"failed","Thu Dec 28 01:38:37 GMT 2023","Thu Dec 28 01:38:37 GMT 2023","266","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Thu Dec 28 01:38:25 GMT 2023","Thu Dec 28 01:38:25 GMT 2023","269","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Thu Dec 28 01:38:39 GMT 2023","Thu Dec 28 01:38:40 GMT 2023","575","chromium","example.spec.js","","","","has title",""
"failed","Thu Dec 28 01:38:35 GMT 2023","Thu Dec 28 01:38:35 GMT 2023","265","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Thu Dec 28 01:38:27 GMT 2023","Thu Dec 28 01:38:27 GMT 2023","281","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Thu Dec 28 01:38:33 GMT 2023","Thu Dec 28 01:38:33 GMT 2023","279","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Thu Dec 28 01:38:41 GMT 2023","Thu Dec 28 01:38:42 GMT 2023","303","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Thu Dec 28 01:38:39 GMT 2023","Thu Dec 28 01:38:39 GMT 2023","272","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Thu Dec 28 01:38:31 GMT 2023","Thu Dec 28 01:38:31 GMT 2023","296","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
