"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Dec 26 01:38:35 GMT 2023","Tue Dec 26 01:38:40 GMT 2023","5284","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Tue Dec 26 01:38:20 GMT 2023","Tue Dec 26 01:38:20 GMT 2023","269","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Tue Dec 26 01:38:14 GMT 2023","Tue Dec 26 01:38:14 GMT 2023","265","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Tue Dec 26 01:38:12 GMT 2023","Tue Dec 26 01:38:13 GMT 2023","380","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Tue Dec 26 01:38:20 GMT 2023","Tue Dec 26 01:38:21 GMT 2023","935","chromium","example.spec.js","","","","has title",""
"failed","Tue Dec 26 01:38:08 GMT 2023","Tue Dec 26 01:38:09 GMT 2023","256","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Tue Dec 26 01:38:16 GMT 2023","Tue Dec 26 01:38:16 GMT 2023","251","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Tue Dec 26 01:38:05 GMT 2023","Tue Dec 26 01:38:05 GMT 2023","290","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Tue Dec 26 01:38:10 GMT 2023","Tue Dec 26 01:38:11 GMT 2023","278","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Tue Dec 26 01:38:23 GMT 2023","Tue Dec 26 01:38:23 GMT 2023","297","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Tue Dec 26 01:38:18 GMT 2023","Tue Dec 26 01:38:18 GMT 2023","277","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Tue Dec 26 01:38:07 GMT 2023","Tue Dec 26 01:38:07 GMT 2023","270","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Tue Dec 26 01:38:21 GMT 2023","Tue Dec 26 01:38:22 GMT 2023","567","chromium","example.spec.js","","","","get started link",""
