"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Nov 24 01:39:14 GMT 2023","Fri Nov 24 01:39:15 GMT 2023","306","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Fri Nov 24 01:39:22 GMT 2023","Fri Nov 24 01:39:22 GMT 2023","285","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Fri Nov 24 01:39:29 GMT 2023","Fri Nov 24 01:39:30 GMT 2023","574","chromium","example.spec.js","","","","get started link",""
"passed","Fri Nov 24 01:39:28 GMT 2023","Fri Nov 24 01:39:29 GMT 2023","839","chromium","example.spec.js","","","","has title",""
"failed","Fri Nov 24 01:39:24 GMT 2023","Fri Nov 24 01:39:24 GMT 2023","280","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Fri Nov 24 01:39:43 GMT 2023","Fri Nov 24 01:39:48 GMT 2023","5298","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Fri Nov 24 01:39:26 GMT 2023","Fri Nov 24 01:39:26 GMT 2023","294","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Fri Nov 24 01:39:28 GMT 2023","Fri Nov 24 01:39:28 GMT 2023","272","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Fri Nov 24 01:39:12 GMT 2023","Fri Nov 24 01:39:12 GMT 2023","294","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Fri Nov 24 01:39:16 GMT 2023","Fri Nov 24 01:39:17 GMT 2023","313","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Fri Nov 24 01:39:31 GMT 2023","Fri Nov 24 01:39:31 GMT 2023","321","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Fri Nov 24 01:39:20 GMT 2023","Fri Nov 24 01:39:20 GMT 2023","274","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Fri Nov 24 01:39:18 GMT 2023","Fri Nov 24 01:39:19 GMT 2023","284","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
