"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 25 01:36:44 GMT 2023","Wed Oct 25 01:36:44 GMT 2023","16","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Wed Oct 25 01:36:58 GMT 2023","Wed Oct 25 01:37:01 GMT 2023","3125","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Wed Oct 25 01:36:44 GMT 2023","Wed Oct 25 01:36:44 GMT 2023","16","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Wed Oct 25 01:36:44 GMT 2023","Wed Oct 25 01:36:44 GMT 2023","27","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Wed Oct 25 01:36:44 GMT 2023","Wed Oct 25 01:36:44 GMT 2023","277","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Wed Oct 25 01:36:44 GMT 2023","Wed Oct 25 01:36:45 GMT 2023","1301","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Wed Oct 25 01:36:44 GMT 2023","Wed Oct 25 01:36:44 GMT 2023","9","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Wed Oct 25 01:36:52 GMT 2023","Wed Oct 25 01:36:58 GMT 2023","6250","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Wed Oct 25 01:36:34 GMT 2023","Wed Oct 25 01:36:44 GMT 2023","9283","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Wed Oct 25 01:36:49 GMT 2023","Wed Oct 25 01:36:51 GMT 2023","1108","chromium","example.spec.js","","","","has title",""
"passed","Wed Oct 25 01:36:51 GMT 2023","Wed Oct 25 01:36:52 GMT 2023","1056","chromium","example.spec.js","","","","get started link",""
"passed","Wed Oct 25 01:36:45 GMT 2023","Wed Oct 25 01:36:49 GMT 2023","4277","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Wed Oct 25 01:36:44 GMT 2023","Wed Oct 25 01:36:44 GMT 2023","9","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
