"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 17 01:37:56 GMT 2023","Tue Oct 17 01:37:56 GMT 2023","13","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Tue Oct 17 01:38:00 GMT 2023","Tue Oct 17 01:38:02 GMT 2023","1329","chromium","example.spec.js","","","","get started link",""
"passed","Tue Oct 17 01:38:07 GMT 2023","Tue Oct 17 01:38:09 GMT 2023","2028","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Tue Oct 17 01:37:49 GMT 2023","Tue Oct 17 01:37:56 GMT 2023","6422","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Tue Oct 17 01:37:56 GMT 2023","Tue Oct 17 01:37:56 GMT 2023","274","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Tue Oct 17 01:37:56 GMT 2023","Tue Oct 17 01:37:56 GMT 2023","12","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Tue Oct 17 01:37:56 GMT 2023","Tue Oct 17 01:37:56 GMT 2023","23","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Tue Oct 17 01:37:59 GMT 2023","Tue Oct 17 01:38:00 GMT 2023","952","chromium","example.spec.js","","","","has title",""
"passed","Tue Oct 17 01:37:56 GMT 2023","Tue Oct 17 01:37:56 GMT 2023","18","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Tue Oct 17 01:38:02 GMT 2023","Tue Oct 17 01:38:07 GMT 2023","5603","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Tue Oct 17 01:37:56 GMT 2023","Tue Oct 17 01:37:56 GMT 2023","22","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Tue Oct 17 01:37:57 GMT 2023","Tue Oct 17 01:37:59 GMT 2023","2237","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Tue Oct 17 01:37:56 GMT 2023","Tue Oct 17 01:37:57 GMT 2023","1046","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
