"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 30 01:38:42 GMT 2023","Mon Oct 30 01:38:48 GMT 2023","5800","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Mon Oct 30 01:39:14 GMT 2023","Mon Oct 30 01:39:24 GMT 2023","9788","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Mon Oct 30 01:38:24 GMT 2023","Mon Oct 30 01:38:31 GMT 2023","6460","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Mon Oct 30 01:38:31 GMT 2023","Mon Oct 30 01:38:37 GMT 2023","5950","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Mon Oct 30 01:39:06 GMT 2023","Mon Oct 30 01:39:14 GMT 2023","8183","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Mon Oct 30 01:39:24 GMT 2023","Mon Oct 30 01:39:36 GMT 2023","11416","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Mon Oct 30 01:39:01 GMT 2023","Mon Oct 30 01:39:06 GMT 2023","5399","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Mon Oct 30 01:38:37 GMT 2023","Mon Oct 30 01:38:42 GMT 2023","5688","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Mon Oct 30 01:38:48 GMT 2023","Mon Oct 30 01:38:54 GMT 2023","6275","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Mon Oct 30 01:39:44 GMT 2023","Mon Oct 30 01:39:44 GMT 2023","917","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Mon Oct 30 01:39:36 GMT 2023","Mon Oct 30 01:39:37 GMT 2023","969","chromium","example.spec.js","","","","has title",""
"passed","Mon Oct 30 01:39:38 GMT 2023","Mon Oct 30 01:39:44 GMT 2023","5391","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Mon Oct 30 01:39:37 GMT 2023","Mon Oct 30 01:39:38 GMT 2023","1558","chromium","example.spec.js","","","","get started link",""
