"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Nov 03 01:38:20 GMT 2023","Fri Nov 03 01:38:20 GMT 2023","348","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Fri Nov 03 01:38:15 GMT 2023","Fri Nov 03 01:38:15 GMT 2023","339","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Fri Nov 03 01:38:11 GMT 2023","Fri Nov 03 01:38:11 GMT 2023","333","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Fri Nov 03 01:38:06 GMT 2023","Fri Nov 03 01:38:06 GMT 2023","403","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Fri Nov 03 01:38:25 GMT 2023","Fri Nov 03 01:38:26 GMT 2023","867","chromium","example.spec.js","","","","has title",""
"passed","Fri Nov 03 01:38:26 GMT 2023","Fri Nov 03 01:38:27 GMT 2023","568","chromium","example.spec.js","","","","get started link",""
"failed","Fri Nov 03 01:38:40 GMT 2023","Fri Nov 03 01:38:46 GMT 2023","5361","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Fri Nov 03 01:38:13 GMT 2023","Fri Nov 03 01:38:13 GMT 2023","353","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Fri Nov 03 01:38:22 GMT 2023","Fri Nov 03 01:38:22 GMT 2023","349","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Fri Nov 03 01:38:28 GMT 2023","Fri Nov 03 01:38:28 GMT 2023","381","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Fri Nov 03 01:38:08 GMT 2023","Fri Nov 03 01:38:09 GMT 2023","369","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Fri Nov 03 01:38:24 GMT 2023","Fri Nov 03 01:38:25 GMT 2023","357","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Fri Nov 03 01:38:17 GMT 2023","Fri Nov 03 01:38:18 GMT 2023","358","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
