"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 16 01:42:11 GMT 2023","Thu Nov 16 01:42:11 GMT 2023","402","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Thu Nov 16 01:42:22 GMT 2023","Thu Nov 16 01:42:23 GMT 2023","442","chromium","example.spec.js","","","","get started link",""
"failed","Thu Nov 16 01:42:36 GMT 2023","Thu Nov 16 01:42:41 GMT 2023","5288","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Thu Nov 16 01:42:22 GMT 2023","Thu Nov 16 01:42:22 GMT 2023","541","chromium","example.spec.js","","","","has title",""
"failed","Thu Nov 16 01:42:09 GMT 2023","Thu Nov 16 01:42:09 GMT 2023","586","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Thu Nov 16 01:42:21 GMT 2023","Thu Nov 16 01:42:21 GMT 2023","290","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Thu Nov 16 01:42:13 GMT 2023","Thu Nov 16 01:42:13 GMT 2023","299","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Thu Nov 16 01:42:15 GMT 2023","Thu Nov 16 01:42:15 GMT 2023","449","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Thu Nov 16 01:42:05 GMT 2023","Thu Nov 16 01:42:05 GMT 2023","424","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Thu Nov 16 01:42:24 GMT 2023","Thu Nov 16 01:42:24 GMT 2023","314","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Thu Nov 16 01:42:17 GMT 2023","Thu Nov 16 01:42:17 GMT 2023","407","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Thu Nov 16 01:42:19 GMT 2023","Thu Nov 16 01:42:19 GMT 2023","298","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Thu Nov 16 01:42:07 GMT 2023","Thu Nov 16 01:42:07 GMT 2023","305","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
