"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 23 01:38:07 GMT 2023","Mon Oct 23 01:38:08 GMT 2023","1363","chromium","example.spec.js","","","","get started link",""
"passed","Mon Oct 23 01:38:02 GMT 2023","Mon Oct 23 01:38:03 GMT 2023","1075","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Mon Oct 23 01:37:55 GMT 2023","Mon Oct 23 01:38:02 GMT 2023","7111","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Mon Oct 23 01:38:02 GMT 2023","Mon Oct 23 01:38:02 GMT 2023","17","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Mon Oct 23 01:38:02 GMT 2023","Mon Oct 23 01:38:02 GMT 2023","14","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Mon Oct 23 01:38:06 GMT 2023","Mon Oct 23 01:38:07 GMT 2023","1197","chromium","example.spec.js","","","","has title",""
"passed","Mon Oct 23 01:38:08 GMT 2023","Mon Oct 23 01:38:13 GMT 2023","4658","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Mon Oct 23 01:38:02 GMT 2023","Mon Oct 23 01:38:02 GMT 2023","287","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Mon Oct 23 01:38:02 GMT 2023","Mon Oct 23 01:38:02 GMT 2023","23","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Mon Oct 23 01:38:02 GMT 2023","Mon Oct 23 01:38:02 GMT 2023","22","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Mon Oct 23 01:38:13 GMT 2023","Mon Oct 23 01:38:15 GMT 2023","1947","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Mon Oct 23 01:38:02 GMT 2023","Mon Oct 23 01:38:02 GMT 2023","57","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Mon Oct 23 01:38:03 GMT 2023","Mon Oct 23 01:38:06 GMT 2023","2441","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
