"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 07 01:35:23 GMT 2023","Sat Oct 07 01:35:29 GMT 2023","5304","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Sat Oct 07 01:35:29 GMT 2023","Sat Oct 07 01:35:29 GMT 2023","34","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Sat Oct 07 01:35:35 GMT 2023","Sat Oct 07 01:35:36 GMT 2023","1309","chromium","example.spec.js","","","","get started link",""
"passed","Sat Oct 07 01:35:29 GMT 2023","Sat Oct 07 01:35:29 GMT 2023","50","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Sat Oct 07 01:35:29 GMT 2023","Sat Oct 07 01:35:29 GMT 2023","27","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Sat Oct 07 01:35:41 GMT 2023","Sat Oct 07 01:35:43 GMT 2023","1930","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Sat Oct 07 01:35:29 GMT 2023","Sat Oct 07 01:35:32 GMT 2023","2312","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Sat Oct 07 01:35:29 GMT 2023","Sat Oct 07 01:35:29 GMT 2023","25","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Sat Oct 07 01:35:32 GMT 2023","Sat Oct 07 01:35:34 GMT 2023","2329","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Sat Oct 07 01:35:29 GMT 2023","Sat Oct 07 01:35:29 GMT 2023","313","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Sat Oct 07 01:35:36 GMT 2023","Sat Oct 07 01:35:41 GMT 2023","5064","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Sat Oct 07 01:35:29 GMT 2023","Sat Oct 07 01:35:29 GMT 2023","17","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Sat Oct 07 01:35:34 GMT 2023","Sat Oct 07 01:35:35 GMT 2023","995","chromium","example.spec.js","","","","has title",""
