"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 29 01:42:16 GMT 2023","Wed Nov 29 01:42:16 GMT 2023","298","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Wed Nov 29 01:42:03 GMT 2023","Wed Nov 29 01:42:04 GMT 2023","470","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Wed Nov 29 01:42:14 GMT 2023","Wed Nov 29 01:42:14 GMT 2023","322","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Wed Nov 29 01:42:10 GMT 2023","Wed Nov 29 01:42:10 GMT 2023","479","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Wed Nov 29 01:42:18 GMT 2023","Wed Nov 29 01:42:18 GMT 2023","300","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Wed Nov 29 01:42:01 GMT 2023","Wed Nov 29 01:42:01 GMT 2023","425","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Wed Nov 29 01:42:33 GMT 2023","Wed Nov 29 01:42:38 GMT 2023","5317","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Wed Nov 29 01:42:12 GMT 2023","Wed Nov 29 01:42:12 GMT 2023","309","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Wed Nov 29 01:42:19 GMT 2023","Wed Nov 29 01:42:20 GMT 2023","475","chromium","example.spec.js","","","","get started link",""
"failed","Wed Nov 29 01:42:06 GMT 2023","Wed Nov 29 01:42:06 GMT 2023","318","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Wed Nov 29 01:42:08 GMT 2023","Wed Nov 29 01:42:08 GMT 2023","291","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Wed Nov 29 01:42:19 GMT 2023","Wed Nov 29 01:42:19 GMT 2023","576","chromium","example.spec.js","","","","has title",""
"failed","Wed Nov 29 01:42:21 GMT 2023","Wed Nov 29 01:42:21 GMT 2023","302","chromium","login.spec.js","check information dashboard","","","test login successful",""
