"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Nov 12 01:43:58 GMT 2023","Sun Nov 12 01:43:58 GMT 2023","433","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sun Nov 12 01:43:43 GMT 2023","Sun Nov 12 01:43:44 GMT 2023","440","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Sun Nov 12 01:44:07 GMT 2023","Sun Nov 12 01:44:08 GMT 2023","1031","chromium","example.spec.js","","","","has title",""
"failed","Sun Nov 12 01:43:52 GMT 2023","Sun Nov 12 01:43:52 GMT 2023","437","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Sun Nov 12 01:44:08 GMT 2023","Sun Nov 12 01:44:09 GMT 2023","655","chromium","example.spec.js","","","","get started link",""
"failed","Sun Nov 12 01:44:06 GMT 2023","Sun Nov 12 01:44:07 GMT 2023","438","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sun Nov 12 01:44:03 GMT 2023","Sun Nov 12 01:44:04 GMT 2023","443","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Sun Nov 12 01:44:00 GMT 2023","Sun Nov 12 01:44:01 GMT 2023","438","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sun Nov 12 01:43:49 GMT 2023","Sun Nov 12 01:43:49 GMT 2023","424","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sun Nov 12 01:43:55 GMT 2023","Sun Nov 12 01:43:55 GMT 2023","430","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sun Nov 12 01:44:23 GMT 2023","Sun Nov 12 01:44:29 GMT 2023","5455","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Sun Nov 12 01:43:46 GMT 2023","Sun Nov 12 01:43:47 GMT 2023","609","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sun Nov 12 01:44:11 GMT 2023","Sun Nov 12 01:44:11 GMT 2023","476","chromium","login.spec.js","check information dashboard","","","test login successful",""
