"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Dec 23 01:36:31 GMT 2023","Sat Dec 23 01:36:32 GMT 2023","281","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Sat Dec 23 01:36:43 GMT 2023","Sat Dec 23 01:36:44 GMT 2023","548","chromium","example.spec.js","","","","has title",""
"failed","Sat Dec 23 01:36:41 GMT 2023","Sat Dec 23 01:36:41 GMT 2023","277","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Sat Dec 23 01:36:33 GMT 2023","Sat Dec 23 01:36:34 GMT 2023","270","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sat Dec 23 01:36:57 GMT 2023","Sat Dec 23 01:37:02 GMT 2023","5276","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Sat Dec 23 01:36:45 GMT 2023","Sat Dec 23 01:36:46 GMT 2023","296","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Sat Dec 23 01:36:44 GMT 2023","Sat Dec 23 01:36:44 GMT 2023","559","chromium","example.spec.js","","","","get started link",""
"failed","Sat Dec 23 01:36:37 GMT 2023","Sat Dec 23 01:36:37 GMT 2023","264","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sat Dec 23 01:36:35 GMT 2023","Sat Dec 23 01:36:35 GMT 2023","278","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sat Dec 23 01:36:29 GMT 2023","Sat Dec 23 01:36:30 GMT 2023","261","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sat Dec 23 01:36:27 GMT 2023","Sat Dec 23 01:36:27 GMT 2023","543","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sat Dec 23 01:36:42 GMT 2023","Sat Dec 23 01:36:43 GMT 2023","278","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sat Dec 23 01:36:39 GMT 2023","Sat Dec 23 01:36:39 GMT 2023","258","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
