"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Dec 03 01:44:15 GMT 2023","Sun Dec 03 01:44:15 GMT 2023","281","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sun Dec 03 01:44:04 GMT 2023","Sun Dec 03 01:44:05 GMT 2023","296","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sun Dec 03 01:44:13 GMT 2023","Sun Dec 03 01:44:14 GMT 2023","481","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sun Dec 03 01:44:11 GMT 2023","Sun Dec 03 01:44:11 GMT 2023","333","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sun Dec 03 01:44:02 GMT 2023","Sun Dec 03 01:44:03 GMT 2023","625","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sun Dec 03 01:44:19 GMT 2023","Sun Dec 03 01:44:19 GMT 2023","298","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sun Dec 03 01:44:22 GMT 2023","Sun Dec 03 01:44:23 GMT 2023","443","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Sun Dec 03 01:44:20 GMT 2023","Sun Dec 03 01:44:20 GMT 2023","675","chromium","example.spec.js","","","","has title",""
"failed","Sun Dec 03 01:44:17 GMT 2023","Sun Dec 03 01:44:17 GMT 2023","294","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Sun Dec 03 01:44:20 GMT 2023","Sun Dec 03 01:44:21 GMT 2023","553","chromium","example.spec.js","","","","get started link",""
"failed","Sun Dec 03 01:44:06 GMT 2023","Sun Dec 03 01:44:07 GMT 2023","299","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sun Dec 03 01:44:34 GMT 2023","Sun Dec 03 01:44:40 GMT 2023","5310","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Sun Dec 03 01:44:09 GMT 2023","Sun Dec 03 01:44:09 GMT 2023","288","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
