"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Dec 21 01:40:31 GMT 2023","Thu Dec 21 01:40:31 GMT 2023","280","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Thu Dec 21 01:40:43 GMT 2023","Thu Dec 21 01:40:44 GMT 2023","587","chromium","example.spec.js","","","","has title",""
"failed","Thu Dec 21 01:40:57 GMT 2023","Thu Dec 21 01:41:02 GMT 2023","5259","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Thu Dec 21 01:40:45 GMT 2023","Thu Dec 21 01:40:46 GMT 2023","289","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Thu Dec 21 01:40:27 GMT 2023","Thu Dec 21 01:40:27 GMT 2023","389","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Thu Dec 21 01:40:35 GMT 2023","Thu Dec 21 01:40:35 GMT 2023","274","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Thu Dec 21 01:40:33 GMT 2023","Thu Dec 21 01:40:33 GMT 2023","429","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Thu Dec 21 01:40:29 GMT 2023","Thu Dec 21 01:40:29 GMT 2023","430","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Thu Dec 21 01:40:41 GMT 2023","Thu Dec 21 01:40:41 GMT 2023","271","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Thu Dec 21 01:40:44 GMT 2023","Thu Dec 21 01:40:44 GMT 2023","492","chromium","example.spec.js","","","","get started link",""
"failed","Thu Dec 21 01:40:39 GMT 2023","Thu Dec 21 01:40:39 GMT 2023","281","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Thu Dec 21 01:40:37 GMT 2023","Thu Dec 21 01:40:37 GMT 2023","270","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Thu Dec 21 01:40:42 GMT 2023","Thu Dec 21 01:40:43 GMT 2023","275","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
