"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 11 01:42:50 GMT 2023","Mon Dec 11 01:42:50 GMT 2023","253","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Mon Dec 11 01:43:03 GMT 2023","Mon Dec 11 01:43:03 GMT 2023","259","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Mon Dec 11 01:43:06 GMT 2023","Mon Dec 11 01:43:06 GMT 2023","300","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Mon Dec 11 01:43:03 GMT 2023","Mon Dec 11 01:43:04 GMT 2023","764","chromium","example.spec.js","","","","has title",""
"failed","Mon Dec 11 01:43:18 GMT 2023","Mon Dec 11 01:43:23 GMT 2023","5283","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Mon Dec 11 01:42:55 GMT 2023","Mon Dec 11 01:42:56 GMT 2023","271","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Mon Dec 11 01:42:59 GMT 2023","Mon Dec 11 01:42:59 GMT 2023","278","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Mon Dec 11 01:42:53 GMT 2023","Mon Dec 11 01:42:54 GMT 2023","263","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Mon Dec 11 01:43:04 GMT 2023","Mon Dec 11 01:43:05 GMT 2023","502","chromium","example.spec.js","","","","get started link",""
"failed","Mon Dec 11 01:43:01 GMT 2023","Mon Dec 11 01:43:01 GMT 2023","268","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Mon Dec 11 01:42:57 GMT 2023","Mon Dec 11 01:42:57 GMT 2023","262","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Mon Dec 11 01:42:48 GMT 2023","Mon Dec 11 01:42:48 GMT 2023","264","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Mon Dec 11 01:42:51 GMT 2023","Mon Dec 11 01:42:52 GMT 2023","267","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
