"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Nov 05 01:42:51 GMT 2023","Sun Nov 05 01:42:52 GMT 2023","460","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sun Nov 05 01:42:33 GMT 2023","Sun Nov 05 01:42:34 GMT 2023","405","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sun Nov 05 01:42:30 GMT 2023","Sun Nov 05 01:42:31 GMT 2023","437","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sun Nov 05 01:42:47 GMT 2023","Sun Nov 05 01:42:47 GMT 2023","426","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sun Nov 05 01:43:04 GMT 2023","Sun Nov 05 01:43:10 GMT 2023","5436","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Sun Nov 05 01:42:39 GMT 2023","Sun Nov 05 01:42:39 GMT 2023","417","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sun Nov 05 01:42:41 GMT 2023","Sun Nov 05 01:42:42 GMT 2023","398","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sun Nov 05 01:42:25 GMT 2023","Sun Nov 05 01:42:25 GMT 2023","400","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sun Nov 05 01:42:36 GMT 2023","Sun Nov 05 01:42:36 GMT 2023","410","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sun Nov 05 01:42:44 GMT 2023","Sun Nov 05 01:42:44 GMT 2023","417","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Sun Nov 05 01:42:48 GMT 2023","Sun Nov 05 01:42:49 GMT 2023","1135","chromium","example.spec.js","","","","has title",""
"failed","Sun Nov 05 01:42:28 GMT 2023","Sun Nov 05 01:42:28 GMT 2023","439","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Sun Nov 05 01:42:49 GMT 2023","Sun Nov 05 01:42:50 GMT 2023","890","chromium","example.spec.js","","","","get started link",""
