"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 24 01:43:51 GMT 2023","Sun Dec 24 01:43:51 GMT 2023","546","chromium","example.spec.js","","","","has title",""
"failed","Sun Dec 24 01:43:36 GMT 2023","Sun Dec 24 01:43:36 GMT 2023","373","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sun Dec 24 01:43:44 GMT 2023","Sun Dec 24 01:43:44 GMT 2023","279","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sun Dec 24 01:43:38 GMT 2023","Sun Dec 24 01:43:38 GMT 2023","448","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Sun Dec 24 01:43:51 GMT 2023","Sun Dec 24 01:43:52 GMT 2023","520","chromium","example.spec.js","","","","get started link",""
"failed","Sun Dec 24 01:43:53 GMT 2023","Sun Dec 24 01:43:53 GMT 2023","285","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sun Dec 24 01:43:48 GMT 2023","Sun Dec 24 01:43:48 GMT 2023","262","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Sun Dec 24 01:43:40 GMT 2023","Sun Dec 24 01:43:40 GMT 2023","284","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sun Dec 24 01:43:50 GMT 2023","Sun Dec 24 01:43:51 GMT 2023","442","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sun Dec 24 01:43:42 GMT 2023","Sun Dec 24 01:43:43 GMT 2023","443","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sun Dec 24 01:43:46 GMT 2023","Sun Dec 24 01:43:46 GMT 2023","279","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sun Dec 24 01:43:34 GMT 2023","Sun Dec 24 01:43:34 GMT 2023","436","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sun Dec 24 01:44:05 GMT 2023","Sun Dec 24 01:44:10 GMT 2023","5283","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
