"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Dec 02 01:37:10 GMT 2023","Sat Dec 02 01:37:11 GMT 2023","491","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sat Dec 02 01:37:08 GMT 2023","Sat Dec 02 01:37:08 GMT 2023","585","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Sat Dec 02 01:37:24 GMT 2023","Sat Dec 02 01:37:24 GMT 2023","544","chromium","example.spec.js","","","","get started link",""
"failed","Sat Dec 02 01:37:19 GMT 2023","Sat Dec 02 01:37:19 GMT 2023","289","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sat Dec 02 01:37:17 GMT 2023","Sat Dec 02 01:37:17 GMT 2023","286","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sat Dec 02 01:37:05 GMT 2023","Sat Dec 02 01:37:06 GMT 2023","452","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sat Dec 02 01:37:38 GMT 2023","Sat Dec 02 01:37:43 GMT 2023","5304","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Sat Dec 02 01:37:13 GMT 2023","Sat Dec 02 01:37:13 GMT 2023","297","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sat Dec 02 01:37:23 GMT 2023","Sat Dec 02 01:37:23 GMT 2023","306","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sat Dec 02 01:37:21 GMT 2023","Sat Dec 02 01:37:21 GMT 2023","292","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Sat Dec 02 01:37:26 GMT 2023","Sat Dec 02 01:37:26 GMT 2023","309","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Sat Dec 02 01:37:23 GMT 2023","Sat Dec 02 01:37:24 GMT 2023","659","chromium","example.spec.js","","","","has title",""
"failed","Sat Dec 02 01:37:15 GMT 2023","Sat Dec 02 01:37:15 GMT 2023","286","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
