"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 15 01:41:38 GMT 2023","Wed Nov 15 01:41:38 GMT 2023","391","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Wed Nov 15 01:41:52 GMT 2023","Wed Nov 15 01:41:52 GMT 2023","288","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Wed Nov 15 01:41:44 GMT 2023","Wed Nov 15 01:41:44 GMT 2023","294","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Wed Nov 15 01:41:57 GMT 2023","Wed Nov 15 01:41:57 GMT 2023","326","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Wed Nov 15 01:41:42 GMT 2023","Wed Nov 15 01:41:42 GMT 2023","288","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Wed Nov 15 01:42:09 GMT 2023","Wed Nov 15 01:42:14 GMT 2023","5313","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Wed Nov 15 01:41:55 GMT 2023","Wed Nov 15 01:41:55 GMT 2023","677","chromium","example.spec.js","","","","has title",""
"failed","Wed Nov 15 01:41:54 GMT 2023","Wed Nov 15 01:41:54 GMT 2023","294","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Wed Nov 15 01:41:55 GMT 2023","Wed Nov 15 01:41:56 GMT 2023","440","chromium","example.spec.js","","","","get started link",""
"failed","Wed Nov 15 01:41:48 GMT 2023","Wed Nov 15 01:41:48 GMT 2023","284","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Wed Nov 15 01:41:50 GMT 2023","Wed Nov 15 01:41:50 GMT 2023","324","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Wed Nov 15 01:41:40 GMT 2023","Wed Nov 15 01:41:40 GMT 2023","298","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Wed Nov 15 01:41:46 GMT 2023","Wed Nov 15 01:41:46 GMT 2023","302","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
