"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Nov 11 01:37:16 GMT 2023","Sat Nov 11 01:37:16 GMT 2023","286","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Sat Nov 11 01:37:22 GMT 2023","Sat Nov 11 01:37:23 GMT 2023","639","chromium","example.spec.js","","","","has title",""
"failed","Sat Nov 11 01:37:22 GMT 2023","Sat Nov 11 01:37:22 GMT 2023","285","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sat Nov 11 01:37:10 GMT 2023","Sat Nov 11 01:37:11 GMT 2023","488","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sat Nov 11 01:37:08 GMT 2023","Sat Nov 11 01:37:08 GMT 2023","500","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sat Nov 11 01:37:12 GMT 2023","Sat Nov 11 01:37:13 GMT 2023","332","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sat Nov 11 01:37:25 GMT 2023","Sat Nov 11 01:37:25 GMT 2023","317","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sat Nov 11 01:37:18 GMT 2023","Sat Nov 11 01:37:18 GMT 2023","318","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sat Nov 11 01:37:37 GMT 2023","Sat Nov 11 01:37:42 GMT 2023","5305","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Sat Nov 11 01:37:23 GMT 2023","Sat Nov 11 01:37:24 GMT 2023","458","chromium","example.spec.js","","","","get started link",""
"failed","Sat Nov 11 01:37:06 GMT 2023","Sat Nov 11 01:37:06 GMT 2023","318","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sat Nov 11 01:37:14 GMT 2023","Sat Nov 11 01:37:15 GMT 2023","308","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sat Nov 11 01:37:20 GMT 2023","Sat Nov 11 01:37:20 GMT 2023","286","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
