"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Dec 06 01:42:29 GMT 2023","Wed Dec 06 01:42:30 GMT 2023","302","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Wed Dec 06 01:42:33 GMT 2023","Wed Dec 06 01:42:34 GMT 2023","292","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Wed Dec 06 01:42:43 GMT 2023","Wed Dec 06 01:42:43 GMT 2023","275","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Wed Dec 06 01:42:41 GMT 2023","Wed Dec 06 01:42:41 GMT 2023","307","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Wed Dec 06 01:42:44 GMT 2023","Wed Dec 06 01:42:45 GMT 2023","572","chromium","example.spec.js","","","","get started link",""
"failed","Wed Dec 06 01:42:28 GMT 2023","Wed Dec 06 01:42:28 GMT 2023","284","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Wed Dec 06 01:42:39 GMT 2023","Wed Dec 06 01:42:39 GMT 2023","300","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Wed Dec 06 01:42:35 GMT 2023","Wed Dec 06 01:42:35 GMT 2023","313","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Wed Dec 06 01:42:43 GMT 2023","Wed Dec 06 01:42:44 GMT 2023","767","chromium","example.spec.js","","","","has title",""
"failed","Wed Dec 06 01:42:58 GMT 2023","Wed Dec 06 01:43:03 GMT 2023","5320","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Wed Dec 06 01:42:31 GMT 2023","Wed Dec 06 01:42:32 GMT 2023","290","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Wed Dec 06 01:42:46 GMT 2023","Wed Dec 06 01:42:46 GMT 2023","306","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Wed Dec 06 01:42:37 GMT 2023","Wed Dec 06 01:42:37 GMT 2023","308","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
