"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Dec 01 01:48:27 GMT 2023","Fri Dec 01 01:48:27 GMT 2023","307","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Fri Dec 01 01:48:39 GMT 2023","Fri Dec 01 01:48:40 GMT 2023","304","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Fri Dec 01 01:48:38 GMT 2023","Fri Dec 01 01:48:38 GMT 2023","607","chromium","example.spec.js","","","","get started link",""
"failed","Fri Dec 01 01:48:30 GMT 2023","Fri Dec 01 01:48:31 GMT 2023","285","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Fri Dec 01 01:48:22 GMT 2023","Fri Dec 01 01:48:23 GMT 2023","324","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Fri Dec 01 01:48:32 GMT 2023","Fri Dec 01 01:48:33 GMT 2023","299","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Fri Dec 01 01:48:51 GMT 2023","Fri Dec 01 01:48:57 GMT 2023","5320","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Fri Dec 01 01:48:20 GMT 2023","Fri Dec 01 01:48:21 GMT 2023","485","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Fri Dec 01 01:48:34 GMT 2023","Fri Dec 01 01:48:35 GMT 2023","295","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Fri Dec 01 01:48:24 GMT 2023","Fri Dec 01 01:48:25 GMT 2023","305","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Fri Dec 01 01:48:36 GMT 2023","Fri Dec 01 01:48:36 GMT 2023","281","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Fri Dec 01 01:48:37 GMT 2023","Fri Dec 01 01:48:38 GMT 2023","744","chromium","example.spec.js","","","","has title",""
"failed","Fri Dec 01 01:48:28 GMT 2023","Fri Dec 01 01:48:29 GMT 2023","315","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
