"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 21 01:34:47 GMT 2023","Sat Oct 21 01:34:47 GMT 2023","11","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"passed","Sat Oct 21 01:34:47 GMT 2023","Sat Oct 21 01:34:47 GMT 2023","10","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Sat Oct 21 01:34:53 GMT 2023","Sat Oct 21 01:34:58 GMT 2023","5108","chromium","login.spec.js","check information dashboard","","","test login successful",""
"passed","Sat Oct 21 01:34:47 GMT 2023","Sat Oct 21 01:34:47 GMT 2023","30","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Sat Oct 21 01:34:47 GMT 2023","Sat Oct 21 01:34:47 GMT 2023","272","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"passed","Sat Oct 21 01:34:47 GMT 2023","Sat Oct 21 01:34:47 GMT 2023","20","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Sat Oct 21 01:34:58 GMT 2023","Sat Oct 21 01:34:59 GMT 2023","968","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"passed","Sat Oct 21 01:34:51 GMT 2023","Sat Oct 21 01:34:52 GMT 2023","939","chromium","example.spec.js","","","","has title",""
"passed","Sat Oct 21 01:34:41 GMT 2023","Sat Oct 21 01:34:47 GMT 2023","5962","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"passed","Sat Oct 21 01:34:52 GMT 2023","Sat Oct 21 01:34:53 GMT 2023","1213","chromium","example.spec.js","","","","get started link",""
"passed","Sat Oct 21 01:34:47 GMT 2023","Sat Oct 21 01:34:47 GMT 2023","17","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Sat Oct 21 01:34:48 GMT 2023","Sat Oct 21 01:34:51 GMT 2023","2411","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"passed","Sat Oct 21 01:34:47 GMT 2023","Sat Oct 21 01:34:48 GMT 2023","998","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
