"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 26 01:44:38 GMT 2023","Sun Nov 26 01:44:38 GMT 2023","564","chromium","example.spec.js","","","","get started link",""
"failed","Sun Nov 26 01:44:33 GMT 2023","Sun Nov 26 01:44:33 GMT 2023","308","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sun Nov 26 01:44:20 GMT 2023","Sun Nov 26 01:44:20 GMT 2023","407","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sun Nov 26 01:44:22 GMT 2023","Sun Nov 26 01:44:22 GMT 2023","279","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Sun Nov 26 01:44:35 GMT 2023","Sun Nov 26 01:44:35 GMT 2023","291","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"failed","Sun Nov 26 01:44:24 GMT 2023","Sun Nov 26 01:44:24 GMT 2023","307","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Sun Nov 26 01:44:36 GMT 2023","Sun Nov 26 01:44:37 GMT 2023","306","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sun Nov 26 01:44:26 GMT 2023","Sun Nov 26 01:44:26 GMT 2023","289","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sun Nov 26 01:44:30 GMT 2023","Sun Nov 26 01:44:31 GMT 2023","465","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"passed","Sun Nov 26 01:44:37 GMT 2023","Sun Nov 26 01:44:38 GMT 2023","502","chromium","example.spec.js","","","","has title",""
"failed","Sun Nov 26 01:44:39 GMT 2023","Sun Nov 26 01:44:40 GMT 2023","302","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sun Nov 26 01:44:28 GMT 2023","Sun Nov 26 01:44:29 GMT 2023","406","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sun Nov 26 01:44:51 GMT 2023","Sun Nov 26 01:44:57 GMT 2023","5301","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
