"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 07 01:39:40 GMT 2023","Tue Nov 07 01:39:40 GMT 2023","307","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Tue Nov 07 01:39:28 GMT 2023","Tue Nov 07 01:39:28 GMT 2023","332","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"failed","Tue Nov 07 01:39:34 GMT 2023","Tue Nov 07 01:39:34 GMT 2023","293","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Tue Nov 07 01:39:36 GMT 2023","Tue Nov 07 01:39:36 GMT 2023","297","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Tue Nov 07 01:39:32 GMT 2023","Tue Nov 07 01:39:32 GMT 2023","334","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"passed","Tue Nov 07 01:39:41 GMT 2023","Tue Nov 07 01:39:41 GMT 2023","475","chromium","example.spec.js","","","","get started link",""
"failed","Tue Nov 07 01:39:30 GMT 2023","Tue Nov 07 01:39:30 GMT 2023","436","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Tue Nov 07 01:39:38 GMT 2023","Tue Nov 07 01:39:38 GMT 2023","266","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
"passed","Tue Nov 07 01:39:40 GMT 2023","Tue Nov 07 01:39:41 GMT 2023","533","chromium","example.spec.js","","","","has title",""
"failed","Tue Nov 07 01:39:55 GMT 2023","Tue Nov 07 01:40:00 GMT 2023","5293","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Tue Nov 07 01:39:25 GMT 2023","Tue Nov 07 01:39:26 GMT 2023","399","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"failed","Tue Nov 07 01:39:43 GMT 2023","Tue Nov 07 01:39:43 GMT 2023","321","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Tue Nov 07 01:39:23 GMT 2023","Tue Nov 07 01:39:24 GMT 2023","291","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
