"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Nov 18 01:40:02 GMT 2023","Sat Nov 18 01:40:02 GMT 2023","298","chromium","account-screen-test.spec.js","Check information at each field","","","Check receive email",""
"failed","Sat Nov 18 01:39:52 GMT 2023","Sat Nov 18 01:39:52 GMT 2023","288","chromium","account-screen-test.spec.js","Check initial information","","","verify display Basic Details",""
"failed","Sat Nov 18 01:39:56 GMT 2023","Sat Nov 18 01:39:56 GMT 2023","294","chromium","account-screen-test.spec.js","Check initial information","","","verify infomation User API Key",""
"passed","Sat Nov 18 01:40:09 GMT 2023","Sat Nov 18 01:40:10 GMT 2023","547","chromium","example.spec.js","","","","get started link",""
"failed","Sat Nov 18 01:39:58 GMT 2023","Sat Nov 18 01:39:58 GMT 2023","314","chromium","account-screen-test.spec.js","Check information at each field","","","Check email",""
"failed","Sat Nov 18 01:39:54 GMT 2023","Sat Nov 18 01:39:54 GMT 2023","443","chromium","account-screen-test.spec.js","Check initial information","","","verify information Notifications",""
"passed","Sat Nov 18 01:40:08 GMT 2023","Sat Nov 18 01:40:09 GMT 2023","655","chromium","example.spec.js","","","","has title",""
"failed","Sat Nov 18 01:40:04 GMT 2023","Sat Nov 18 01:40:04 GMT 2023","288","chromium","account-screen-test.spec.js","Check information at each field","","","check Security field",""
"failed","Sat Nov 18 01:40:08 GMT 2023","Sat Nov 18 01:40:08 GMT 2023","273","chromium","account-screen-test.spec.js","Check information at each field","","","Check User Api Key",""
"failed","Sat Nov 18 01:40:00 GMT 2023","Sat Nov 18 01:40:00 GMT 2023","290","chromium","account-screen-test.spec.js","Check information at each field","","","Check name user",""
"failed","Sat Nov 18 01:40:11 GMT 2023","Sat Nov 18 01:40:11 GMT 2023","309","chromium","login.spec.js","check information dashboard","","","test login successful",""
"failed","Sat Nov 18 01:40:23 GMT 2023","Sat Nov 18 01:40:28 GMT 2023","5285","chromium","login.spec.js","check information dashboard","","","check info default of tab dashboard",""
"failed","Sat Nov 18 01:40:06 GMT 2023","Sat Nov 18 01:40:06 GMT 2023","295","chromium","account-screen-test.spec.js","Check information at each field","","","Check notification",""
